,code,name,current_price,percent,diff,higher,lower,contains
0,300833.SZ,浩洋股份,65.07,0.984375,0.03244879513186973,1,49,14
1,000651.SZ,格力电器,55.19,0.8842975206611571,0.03302774468672842,28,194,20
2,000651.SZ,格力电器,55.19,0.8842975206611571,0.03302774468672842,28,194,20
3,300773.SZ,拉卡拉,37.27,0.8641975308641975,0.06117206783569738,33,199,11
4,300773.SZ,拉卡拉,37.27,0.8641975308641975,0.06117206783569738,33,199,11
5,000597.SZ,东北制药,5.88,0.7857142857142857,0.0897319932998324,51,182,5
6,000429.SZ,粤高速Ａ,7.06,0.7654320987654321,0.026814544433525177,57,161,25
7,001979.SZ,招商蛇口,17.06,0.7521008403361344,0.0336411795569045,59,149,30
8,000661.SZ,长春高新,448.7,0.6776859504132231,0.053464922448988095,78,140,24
9,000402.SZ,金 融 街,6.94,0.6666666666666666,0.016542361279466032,81,135,27
10,300577.SZ,开润股份,31.04,0.6296296296296297,0.0776244236454712,90,131,22
11,000977.SZ,浪潮信息,36.0,0.5527426160337553,0.07080458831693671,106,118,13
12,002351.SZ,漫步者,18.81,0.5349794238683128,0.09392874237889647,113,114,16
13,300429.SZ,强力新材,16.73,0.5308641975308642,0.06146851159638886,114,93,36
14,300429.SZ,强力新材,16.73,0.5308641975308642,0.06146851159638886,114,93,36
15,000785.SZ,居然之家,9.55,0.5041322314049587,0.10593602624564269,120,103,19
16,002202.SZ,金风科技,11.57,0.49382716049382713,0.09548381701095593,123,104,16
17,002202.SZ,金风科技,11.57,0.49382716049382713,0.09548381701095593,123,104,16
18,002202.SZ,金风科技,11.57,0.49382716049382713,0.09548381701095593,123,104,16
19,000002.SZ,万 科Ａ,27.44,0.4773662551440329,0.02215856191362876,127,85,31
20,002838.SZ,道恩股份,29.28,0.41975308641975306,0.08976874925607278,141,88,14
21,002581.SZ,未名医药,21.61,0.30864197530864196,0.13671081213650063,168,62,13
22,300015.SZ,爱尔眼科,44.5,0.29535864978902954,0.033652996432428986,167,43,27
23,002230.SZ,科大讯飞,37.85,0.23045267489711935,0.04004357412851727,187,33,23
24,002230.SZ,科大讯飞,37.85,0.23045267489711935,0.04004357412851727,187,33,23
25,300418.SZ,昆仑万维,24.51,0.21810699588477367,0.059556529420015616,190,30,23
26,002555.SZ,三七互娱,41.7,0.18106995884773663,0.05990929977558486,199,34,10
27,300454.SZ,深信服,207.43,0.17695473251028807,0.07463811793930432,200,22,21
28,000538.SZ,云南白药,102.97,0.13991769547325103,0.07480800034753571,209,28,6
29,000538.SZ,云南白药,102.97,0.13991769547325103,0.07480800034753571,209,28,6
30,300750.SZ,宁德时代,190.19,0.13168724279835392,0.10328716501009623,211,26,6
31,002304.SZ,洋河股份,130.59,0.13168724279835392,0.08254405770753304,211,14,18
32,002304.SZ,洋河股份,130.59,0.13168724279835392,0.08254405770753304,211,14,18
33,300760.SZ,迈瑞医疗,309.0,0.13168724279835392,0.06896208547957108,211,26,6
34,300760.SZ,迈瑞医疗,309.0,0.13168724279835392,0.06896208547957108,211,26,6
35,002304.SZ,洋河股份,130.59,0.13168724279835392,0.08254405770753304,211,14,18
36,300677.SZ,英科医疗,147.2,0.11522633744855967,0.18696392134897163,215,26,2
37,000848.SZ,承德露露,8.15,0.11522633744855967,0.07159824764542276,215,17,11
38,300677.SZ,英科医疗,147.2,0.11522633744855967,0.18696392134897163,215,26,2
39,000036.SZ,华联控股,4.66,0.10699588477366255,0.031728712023962505,217,7,19
40,300433.SZ,蓝思科技,30.7,0.09876543209876543,0.1362418238394615,219,11,13
41,002415.SZ,海康威视,38.14,0.08298755186721991,0.14172978193463112,221,8,12
42,002032.SZ,苏 泊 尔,83.1,0.07407407407407407,0.09016201210902916,225,7,11
43,000049.SZ,德赛电池,56.38,0.06995884773662552,0.07389937942085181,226,8,9
44,002241.SZ,歌尔股份,37.81,0.06584362139917696,0.21589925523349437,227,10,6
45,002241.SZ,歌尔股份,37.81,0.06584362139917696,0.21589925523349437,227,10,6
46,002601.SZ,龙蟒佰利,24.0,0.06584362139917696,0.13487896494156928,227,4,12
47,002080.SZ,中材科技,20.78,0.05761316872427984,0.19287960572635537,229,6,8
48,002080.SZ,中材科技,20.78,0.05761316872427984,0.19287960572635537,229,6,8
49,002511.SZ,中顺洁柔,25.9,0.05761316872427984,0.10980301095243622,229,2,12
50,000876.SZ,新 希 望,35.06,0.053497942386831275,0.11054283920315079,230,1,12
51,000876.SZ,新 希 望,35.06,0.053497942386831275,0.11054283920315079,230,1,12
52,000716.SZ,黑芝麻,4.62,0.037037037037037035,0.09337588028169008,234,1,8
53,000011.SZ,深物业A,29.38,0.02880658436213992,0.3099047220186368,236,0,7
54,000858.SZ,五 粮 液,222.2,0.0205761316872428,0.12786589195979906,238,0,5
55,000858.SZ,五 粮 液,222.2,0.0205761316872428,0.12786589195979906,238,0,5
56,002508.SZ,老板电器,42.76,0.01646090534979424,0.15282189449801478,239,0,4
57,000028.SZ,国药一致,54.4,0.01646090534979424,0.10496373613722708,239,0,4
58,000568.SZ,泸州老窖,127.87,0.012345679012345678,0.12495051138238207,240,0,3
59,000596.SZ,古井贡酒,235.03,0.00411522633744856,0.20379914314516126,242,0,1
