,code,name,current_price,percent,diff,higher,lower,contains
0,300833.SZ,浩洋股份,65.95,0.8888888888888888,0.03523624215279567,7,44,12
1,300773.SZ,拉卡拉,37.66,0.8641975308641975,0.0836655412276776,33,199,11
2,300773.SZ,拉卡拉,37.66,0.8641975308641975,0.0836655412276776,33,199,11
3,000651.SZ,格力电器,56.02,0.8223140495867769,0.03104830772737164,43,180,19
4,000651.SZ,格力电器,56.02,0.8223140495867769,0.03104830772737164,43,180,19
5,000597.SZ,东北制药,5.94,0.7815126050420168,0.08936312104034685,52,182,4
6,000429.SZ,粤高速Ａ,7.06,0.7654320987654321,0.02364500259296108,57,162,24
7,001979.SZ,招商蛇口,17.22,0.7226890756302521,0.03585312202888276,66,143,29
8,000402.SZ,金 融 街,7.01,0.6213991769547325,0.021422584631994698,92,128,23
9,000661.SZ,长春高新,467.4,0.5785123966942148,0.0488588560935131,102,103,37
10,300577.SZ,开润股份,32.2,0.5390946502057613,0.0830043625491932,112,86,45
11,000977.SZ,浪潮信息,37.06,0.5274261603375527,0.07130825665162331,112,105,20
12,002351.SZ,漫步者,19.57,0.4897119341563786,0.1013642591127491,124,97,22
13,000785.SZ,居然之家,9.82,0.45867768595041325,0.11160294418319357,131,61,50
14,000002.SZ,万 科Ａ,27.7,0.4403292181069959,0.03214336408800565,136,77,30
15,002202.SZ,金风科技,11.91,0.4279835390946502,0.10721086182631011,139,81,23
16,002202.SZ,金风科技,11.91,0.4279835390946502,0.10721086182631011,139,81,23
17,002202.SZ,金风科技,11.91,0.4279835390946502,0.10721086182631011,139,81,23
18,300429.SZ,强力新材,17.47,0.4074074074074074,0.058170837587982534,144,54,45
19,300429.SZ,强力新材,17.47,0.4074074074074074,0.058170837587982534,144,54,45
20,002838.SZ,道恩股份,30.26,0.37037037037037035,0.0926357566788123,153,79,11
21,002581.SZ,未名医药,22.68,0.2716049382716049,0.13601913400012425,177,51,15
22,300015.SZ,爱尔眼科,45.43,0.25316455696202533,0.033567911455836874,177,21,39
23,002230.SZ,科大讯飞,38.58,0.18518518518518517,0.04129739222795063,198,22,23
24,002230.SZ,科大讯飞,38.58,0.18518518518518517,0.04129739222795063,198,22,23
25,300418.SZ,昆仑万维,25.41,0.14814814814814814,0.06550205153950388,207,17,19
26,300454.SZ,深信服,211.59,0.1440329218106996,0.07843985408786,208,16,19
27,002555.SZ,三七互娱,43.62,0.13991769547325103,0.06607637580620132,209,20,14
28,000538.SZ,云南白药,104.63,0.12757201646090535,0.07860665019606898,212,22,9
29,000538.SZ,云南白药,104.63,0.12757201646090535,0.07860665019606898,212,22,9
30,002304.SZ,洋河股份,130.9,0.12757201646090535,0.0866617526506757,212,13,18
31,002304.SZ,洋河股份,130.9,0.12757201646090535,0.0866617526506757,212,13,18
32,002304.SZ,洋河股份,130.9,0.12757201646090535,0.0866617526506757,212,13,18
33,300750.SZ,宁德时代,199.28,0.11934156378600823,0.10811133629003052,214,14,15
34,300677.SZ,英科医疗,149.97,0.1111111111111111,0.19980116547620863,216,23,4
35,000848.SZ,承德露露,8.17,0.1111111111111111,0.07320799761265291,216,16,11
36,300677.SZ,英科医疗,149.97,0.1111111111111111,0.19980116547620863,216,23,4
37,300760.SZ,迈瑞医疗,319.0,0.10699588477366255,0.0720092250811409,217,19,7
38,300760.SZ,迈瑞医疗,319.0,0.10699588477366255,0.0720092250811409,217,19,7
39,000036.SZ,华联控股,4.7,0.102880658436214,0.03877420727814427,218,7,18
40,300433.SZ,蓝思科技,30.97,0.09465020576131687,0.14591959248195094,220,11,12
41,002032.SZ,苏 泊 尔,83.99,0.06584362139917696,0.09211254778367628,227,0,16
42,000049.SZ,德赛电池,56.84,0.05761316872427984,0.07552275086274966,229,6,8
43,002601.SZ,龙蟒佰利,24.25,0.053497942386831275,0.13140544642104376,230,4,9
44,002415.SZ,海康威视,39.07,0.04979253112033195,0.15403091797170054,229,3,9
45,000876.SZ,新 希 望,35.18,0.04938271604938271,0.11925465838509314,231,1,11
46,000876.SZ,新 希 望,35.18,0.04938271604938271,0.11925465838509314,231,1,11
47,002511.SZ,中顺洁柔,26.09,0.04938271604938271,0.11201908160099276,231,1,11
48,000716.SZ,黑芝麻,4.55,0.04938271604938271,0.08285714285714305,231,1,11
49,002080.SZ,中材科技,21.2,0.04526748971193416,0.20416900093370682,232,3,8
50,002080.SZ,中材科技,21.2,0.04526748971193416,0.20416900093370682,232,3,8
51,002241.SZ,歌尔股份,40.18,0.0411522633744856,0.23193283582089555,233,2,8
52,002241.SZ,歌尔股份,40.18,0.0411522633744856,0.23193283582089555,233,2,8
53,000858.SZ,五 粮 液,220.57,0.02880658436213992,0.12087820927420491,236,0,7
54,000858.SZ,五 粮 液,220.57,0.02880658436213992,0.12087820927420491,236,0,7
55,000011.SZ,深物业A,29.18,0.024691358024691357,0.3201505075253762,237,1,5
56,000568.SZ,泸州老窖,125.66,0.0205761316872428,0.10584321911647408,238,0,5
57,000028.SZ,国药一致,55.42,0.012345679012345678,0.09439803247970015,240,0,3
58,002508.SZ,老板电器,43.62,0.00823045267489712,0.15199428843407903,241,0,2
59,000596.SZ,古井贡酒,228.9,0.00411522633744856,0.18658347851873813,242,0,1
